"id","season","positioning","reflexes","diving","standing_tackle","physical","passing","dribbling","long_shot","finishing","player_id"
74,"2022",0,0,0,76,75,78,73,80,71,77
75,"2022",0,0,0,70,71,75,79,75,80,76
76,"2022",0,0,0,70,72,70,73,75,73,75
77,"2022",0,0,0,71,74,79,80,78,73,74
78,"2022",0,0,0,72,78,74,80,75,74,73
79,"2022",0,0,0,80,75,80,79,74,71,72
80,"2022",0,0,0,77,77,73,70,73,71,71
81,"2022",0,0,0,80,74,77,77,73,73,70
82,"2022",0,0,0,73,74,79,78,78,76,69
83,"2022",0,0,0,73,75,72,71,77,80,68
84,"2022",0,0,0,71,80,78,71,80,80,67
85,"2022",0,0,0,75,70,71,74,73,80,66
86,"2022",0,0,0,80,74,79,79,80,78,65
87,"2022",0,0,0,75,80,74,75,71,74,64
88,"2022",71,78,79,0,0,0,0,0,0,63
89,"2022",74,75,75,0,0,0,0,0,0,62
90,"2022",71,70,77,0,0,0,0,0,0,61
91,"2022",0,0,0,70,79,72,79,78,70,120
92,"2022",0,0,0,72,78,76,78,75,74,119
93,"2022",0,0,0,77,75,73,77,71,72,118
94,"2022",0,0,0,74,80,80,77,74,80,117
95,"2022",0,0,0,77,78,72,79,76,77,116
96,"2022",0,0,0,79,79,71,70,79,73,115
97,"2022",0,0,0,80,79,78,77,70,80,114
98,"2022",0,0,0,78,71,78,75,72,77,113
99,"2022",0,0,0,71,70,77,74,72,75,112
100,"2022",0,0,0,78,78,77,77,78,73,111
101,"2022",0,0,0,74,79,73,72,78,77,110
102,"2022",0,0,0,73,70,77,70,70,78,109
103,"2022",0,0,0,73,79,76,74,70,73,108
104,"2022",0,0,0,77,77,71,79,74,75,107
105,"2022",0,0,0,70,72,78,70,80,78,106
106,"2022",0,0,0,74,71,79,79,70,80,105
107,"2022",0,0,0,72,76,70,78,76,73,104
108,"2022",0,0,0,78,74,79,78,78,79,103
109,"2022",0,0,0,77,75,78,73,79,78,102
110,"2022",0,0,0,74,76,80,77,77,71,101
111,"2022",0,0,0,70,76,74,71,75,78,100
112,"2022",0,0,0,74,76,74,71,77,76,99
113,"2022",0,0,0,80,71,75,72,70,71,98
114,"2022",0,0,0,79,74,72,70,74,78,97
115,"2022",0,0,0,73,70,75,70,73,72,96
116,"2022",0,0,0,78,79,79,73,74,80,95
117,"2022",0,0,0,73,74,77,77,75,80,94
118,"2022",72,76,78,0,0,0,0,0,0,93
119,"2022",80,73,72,0,0,0,0,0,0,92
120,"2022",76,71,70,0,0,0,0,0,0,91
121,"2022",0,0,0,71,73,76,72,72,74,150
122,"2022",0,0,0,76,71,73,78,78,78,149
123,"2022",0,0,0,79,71,71,70,72,74,148
124,"2022",0,0,0,75,70,78,72,73,72,147
125,"2022",0,0,0,80,78,79,78,74,79,146
126,"2022",0,0,0,72,71,80,70,77,70,145
127,"2022",0,0,0,75,76,78,79,74,70,144
128,"2022",0,0,0,77,74,72,75,80,70,143
129,"2022",0,0,0,75,72,77,72,78,71,142
130,"2022",0,0,0,76,74,73,78,70,71,141
131,"2022",0,0,0,71,77,72,76,78,72,140
132,"2022",0,0,0,70,79,71,74,71,70,139
133,"2022",0,0,0,79,74,76,71,77,71,138
134,"2022",0,0,0,71,78,76,72,79,80,137
135,"2022",0,0,0,70,75,79,72,76,76,136
136,"2022",0,0,0,76,72,72,71,77,72,135
137,"2022",0,0,0,71,73,74,74,78,73,134
138,"2022",0,0,0,79,76,80,71,70,72,133
139,"2022",0,0,0,78,76,76,77,76,74,132
140,"2022",0,0,0,79,73,71,74,78,74,131
141,"2022",0,0,0,75,80,73,78,70,73,130
142,"2022",0,0,0,78,74,80,78,73,78,129
143,"2022",0,0,0,73,80,70,72,75,75,128
144,"2022",0,0,0,74,77,74,76,77,80,127
145,"2022",0,0,0,78,72,77,72,79,79,126
146,"2022",0,0,0,72,73,76,74,74,79,125
147,"2022",0,0,0,76,72,79,71,80,71,124
148,"2022",72,73,78,0,0,0,0,0,0,123
149,"2022",74,76,75,0,0,0,0,0,0,122
150,"2022",79,70,70,0,0,0,0,0,0,121
151,"2022",0,0,0,85,80,83,82,84,90,180
152,"2022",0,0,0,81,87,89,90,89,84,179
153,"2022",0,0,0,89,84,84,89,90,88,178
154,"2022",0,0,0,82,88,86,82,83,83,177
155,"2022",0,0,0,80,90,85,83,89,87,176
156,"2022",0,0,0,86,90,89,90,90,86,175
157,"2022",0,0,0,84,81,88,88,88,88,174
158,"2022",0,0,0,80,86,84,87,83,81,173
159,"2022",0,0,0,84,89,85,88,89,87,172
160,"2022",0,0,0,84,80,88,89,90,88,171
161,"2022",0,0,0,85,86,88,90,87,80,170
162,"2022",0,0,0,83,86,83,87,87,87,169
163,"2022",0,0,0,86,87,84,90,80,85,168
164,"2022",0,0,0,84,84,81,80,83,84,167
165,"2022",0,0,0,87,86,81,81,85,88,166
166,"2022",0,0,0,84,80,83,88,86,81,165
167,"2022",0,0,0,87,88,86,84,83,89,164
168,"2022",0,0,0,85,90,85,82,89,90,163
169,"2022",0,0,0,89,90,81,87,87,83,162
170,"2022",0,0,0,85,81,86,90,82,83,161
171,"2022",0,0,0,84,81,86,89,83,86,160
172,"2022",0,0,0,81,84,88,81,86,83,159
173,"2022",0,0,0,90,82,87,86,83,80,158
174,"2022",0,0,0,82,80,85,82,85,86,157
175,"2022",0,0,0,81,85,85,88,83,83,156
176,"2022",0,0,0,90,82,83,81,90,81,155
177,"2022",0,0,0,89,83,89,84,80,80,154
178,"2022",86,86,80,0,0,0,0,0,0,153
179,"2022",82,82,85,0,0,0,0,0,0,152
180,"2022",90,88,90,0,0,0,0,0,0,151
181,"2022",0,0,0,85,83,89,80,89,89,210
182,"2022",0,0,0,90,87,88,80,81,83,209
183,"2022",0,0,0,81,84,82,84,84,82,208
184,"2022",0,0,0,89,83,83,86,80,87,207
185,"2022",0,0,0,90,85,90,86,84,82,206
186,"2022",0,0,0,87,86,88,87,82,87,205
187,"2022",0,0,0,90,82,85,82,89,85,204
188,"2022",0,0,0,89,86,83,80,86,89,203
189,"2022",0,0,0,90,81,90,81,87,82,202
190,"2022",0,0,0,88,83,85,87,80,83,201
191,"2022",0,0,0,82,89,82,90,85,83,200
192,"2022",0,0,0,83,86,81,80,88,83,199
193,"2022",0,0,0,81,89,84,84,88,81,198
194,"2022",0,0,0,80,84,84,86,80,80,197
195,"2022",0,0,0,87,88,85,87,81,88,196
196,"2022",0,0,0,88,88,83,86,88,82,195
197,"2022",0,0,0,87,84,87,86,81,81,194
198,"2022",0,0,0,82,83,85,84,83,90,193
199,"2022",0,0,0,86,84,81,84,89,84,192
200,"2022",0,0,0,83,82,80,87,87,81,191
201,"2022",0,0,0,82,82,87,81,85,87,190
202,"2022",0,0,0,87,83,88,87,85,84,189
203,"2022",0,0,0,85,89,85,85,86,81,188
204,"2022",0,0,0,80,90,90,81,80,88,187
205,"2022",0,0,0,83,82,82,80,87,86,186
206,"2022",0,0,0,82,86,86,86,89,81,185
207,"2022",0,0,0,80,81,83,84,88,80,184
208,"2022",83,81,88,0,0,0,0,0,0,183
209,"2022",87,81,84,0,0,0,0,0,0,182
210,"2022",86,89,82,0,0,0,0,0,0,181
211,"2022",0,0,0,72,72,75,74,71,70,240
212,"2022",0,0,0,79,70,76,72,74,77,239
213,"2022",0,0,0,75,80,74,72,79,74,238
214,"2022",0,0,0,80,77,78,74,80,79,237
215,"2022",0,0,0,78,75,77,71,70,76,236
216,"2022",0,0,0,75,74,73,74,74,76,235
217,"2022",0,0,0,78,70,78,75,73,80,234
218,"2022",0,0,0,71,80,76,71,74,71,233
219,"2022",0,0,0,79,79,73,72,72,70,232
220,"2022",0,0,0,75,72,73,77,71,70,231
221,"2022",0,0,0,72,75,71,70,78,72,230
222,"2022",0,0,0,72,72,74,76,76,74,229
223,"2022",0,0,0,76,78,80,73,76,76,228
224,"2022",0,0,0,77,71,71,70,73,70,227
225,"2022",0,0,0,80,75,80,80,71,78,226
226,"2022",0,0,0,79,75,71,78,71,74,225
227,"2022",0,0,0,78,76,77,72,72,74,224
228,"2022",0,0,0,70,71,74,73,80,78,223
229,"2022",0,0,0,73,79,73,71,70,71,222
230,"2022",0,0,0,76,71,75,73,77,77,221
231,"2022",0,0,0,79,70,80,73,79,79,220
232,"2022",0,0,0,72,73,78,74,79,80,219
233,"2022",0,0,0,79,76,71,74,74,74,218
234,"2022",0,0,0,77,72,71,80,80,76,217
235,"2022",0,0,0,79,76,72,70,77,80,216
236,"2022",0,0,0,78,74,74,71,75,77,215
237,"2022",0,0,0,72,78,70,72,74,79,214
238,"2022",79,76,78,0,0,0,0,0,0,213
239,"2022",73,72,79,0,0,0,0,0,0,212
240,"2022",75,80,76,0,0,0,0,0,0,211
241,"2022",0,0,0,90,83,87,80,84,85,270
242,"2022",0,0,0,87,90,88,82,86,89,269
243,"2022",0,0,0,80,80,90,90,90,90,268
244,"2022",0,0,0,81,85,82,83,82,80,267
245,"2022",0,0,0,90,81,89,83,88,88,266
246,"2022",0,0,0,85,81,81,83,81,85,265
247,"2022",0,0,0,81,82,83,83,90,82,264
248,"2022",0,0,0,80,86,90,86,90,80,263
249,"2022",0,0,0,85,86,89,84,89,82,262
250,"2022",0,0,0,85,84,88,81,89,80,261
251,"2022",0,0,0,89,83,90,85,84,81,260
252,"2022",0,0,0,90,83,85,86,82,85,259
253,"2022",0,0,0,80,83,89,85,82,89,258
254,"2022",0,0,0,86,80,82,84,90,85,257
255,"2022",0,0,0,81,86,81,86,86,90,256
256,"2022",0,0,0,81,83,87,85,87,80,255
257,"2022",0,0,0,82,87,83,88,82,90,254
258,"2022",0,0,0,89,81,81,90,82,89,253
259,"2022",0,0,0,80,81,81,89,82,88,252
260,"2022",0,0,0,89,85,90,85,85,89,251
261,"2022",0,0,0,86,84,88,83,90,90,250
262,"2022",0,0,0,86,81,90,88,81,86,249
263,"2022",0,0,0,82,81,88,85,85,83,248
264,"2022",0,0,0,83,85,83,90,81,87,247
265,"2022",0,0,0,84,85,83,88,88,90,246
266,"2022",0,0,0,90,85,84,88,85,89,245
267,"2022",0,0,0,80,82,87,89,81,83,244
268,"2022",85,83,82,0,0,0,0,0,0,243
269,"2022",85,83,81,0,0,0,0,0,0,242
270,"2022",81,82,90,0,0,0,0,0,0,241
271,"2022",0,0,0,84,87,86,87,85,80,300
272,"2022",0,0,0,81,80,89,82,86,83,299
273,"2022",0,0,0,86,85,86,87,84,82,298
274,"2022",0,0,0,85,83,80,85,80,85,297
275,"2022",0,0,0,82,87,86,83,84,83,296
276,"2022",0,0,0,89,89,87,80,87,90,295
277,"2022",0,0,0,82,86,82,84,85,84,294
278,"2022",0,0,0,89,86,83,84,80,80,293
279,"2022",0,0,0,85,88,85,90,81,86,292
280,"2022",0,0,0,80,84,88,86,87,89,291
281,"2022",0,0,0,87,82,84,81,83,83,290
282,"2022",0,0,0,90,82,89,83,87,84,289
283,"2022",0,0,0,86,81,85,84,83,90,288
284,"2022",0,0,0,84,86,87,90,87,88,287
285,"2022",0,0,0,88,82,81,82,84,83,286
286,"2022",0,0,0,85,81,84,84,81,89,285
287,"2022",0,0,0,85,86,81,82,86,82,284
288,"2022",0,0,0,83,82,83,84,87,81,283
289,"2022",0,0,0,81,83,87,87,83,89,282
290,"2022",0,0,0,87,80,86,90,84,85,281
291,"2022",0,0,0,83,80,84,90,86,88,280
292,"2022",0,0,0,82,82,90,85,88,84,279
293,"2022",0,0,0,80,86,87,82,87,82,278
294,"2022",0,0,0,90,88,90,83,82,85,277
295,"2022",0,0,0,85,86,80,81,89,87,276
296,"2022",0,0,0,86,90,84,89,87,81,275
297,"2022",0,0,0,80,85,85,83,81,82,274
298,"2022",82,82,84,0,0,0,0,0,0,273
299,"2022",86,81,89,0,0,0,0,0,0,272
300,"2022",87,88,87,0,0,0,0,0,0,271
301,"2022",0,0,0,68,66,62,70,65,61,330
302,"2022",0,0,0,62,63,61,69,65,62,329
303,"2022",0,0,0,70,61,69,61,62,62,328
304,"2022",0,0,0,60,60,60,60,68,62,327
305,"2022",0,0,0,62,60,69,61,64,63,326
306,"2022",0,0,0,70,70,62,62,60,67,325
307,"2022",0,0,0,70,65,63,70,64,64,324
308,"2022",0,0,0,64,63,61,63,63,69,323
309,"2022",0,0,0,67,67,70,64,65,61,322
310,"2022",0,0,0,62,62,67,61,64,60,321
311,"2022",0,0,0,69,70,69,68,60,64,320
312,"2022",0,0,0,70,65,61,67,67,61,319
313,"2022",0,0,0,66,65,68,70,70,60,318
314,"2022",0,0,0,63,70,67,60,68,68,317
315,"2022",0,0,0,68,64,68,66,69,60,316
316,"2022",0,0,0,63,68,60,69,64,67,315
317,"2022",0,0,0,65,63,67,62,68,62,314
318,"2022",0,0,0,68,67,63,68,68,62,313
319,"2022",0,0,0,61,61,64,64,63,70,312
320,"2022",0,0,0,66,65,62,68,60,69,311
321,"2022",0,0,0,65,64,66,67,63,63,310
322,"2022",0,0,0,65,64,61,63,66,70,309
323,"2022",0,0,0,61,66,68,61,62,62,308
324,"2022",0,0,0,65,64,69,65,60,67,307
325,"2022",0,0,0,69,64,62,66,61,69,306
326,"2022",0,0,0,67,61,60,61,68,60,305
327,"2022",0,0,0,65,62,63,70,63,70,304
328,"2022",66,67,66,0,0,0,0,0,0,303
329,"2022",64,69,67,0,0,0,0,0,0,302
330,"2022",68,61,61,0,0,0,0,0,0,301
331,"2022",0,0,0,64,60,66,67,69,60,360
332,"2022",0,0,0,66,68,60,65,63,70,359
333,"2022",0,0,0,66,69,70,60,69,63,358
334,"2022",0,0,0,68,61,70,62,68,60,357
335,"2022",0,0,0,64,70,65,66,62,63,356
336,"2022",0,0,0,67,69,70,61,66,62,355
337,"2022",0,0,0,68,67,60,67,63,65,354
338,"2022",0,0,0,70,67,68,62,63,62,353
339,"2022",0,0,0,61,64,66,70,68,69,352
340,"2022",0,0,0,70,60,63,67,61,60,351
341,"2022",0,0,0,67,70,65,66,63,65,350
342,"2022",0,0,0,67,62,60,62,70,62,349
343,"2022",0,0,0,64,65,63,64,60,60,348
344,"2022",0,0,0,70,66,69,67,62,67,347
345,"2022",0,0,0,61,67,66,62,70,63,346
346,"2022",0,0,0,70,61,70,61,65,67,345
347,"2022",0,0,0,63,63,61,67,64,62,344
348,"2022",0,0,0,64,62,65,66,67,67,343
349,"2022",0,0,0,65,66,70,61,70,61,342
350,"2022",0,0,0,64,65,67,67,66,70,341
351,"2022",0,0,0,67,62,60,68,63,68,340
352,"2022",0,0,0,70,66,68,68,62,60,339
353,"2022",0,0,0,63,70,63,64,70,63,338
354,"2022",0,0,0,65,61,67,62,70,69,337
355,"2022",0,0,0,70,69,63,67,67,66,336
356,"2022",0,0,0,69,68,65,61,69,68,335
357,"2022",0,0,0,70,61,62,64,68,60,334
358,"2022",66,68,70,0,0,0,0,0,0,333
359,"2022",62,68,65,0,0,0,0,0,0,332
360,"2022",61,64,68,0,0,0,0,0,0,331
361,"2022",0,0,0,84,88,83,88,85,87,390
362,"2022",0,0,0,84,83,84,82,82,82,389
363,"2022",0,0,0,80,80,84,82,83,86,388
364,"2022",0,0,0,84,84,80,83,84,85,387
365,"2022",0,0,0,83,89,83,82,87,90,386
366,"2022",0,0,0,86,87,85,82,82,83,385
367,"2022",0,0,0,90,83,84,81,87,84,384
368,"2022",0,0,0,82,90,83,81,88,85,383
369,"2022",0,0,0,85,89,87,82,90,84,382
370,"2022",0,0,0,81,85,89,88,83,87,381
371,"2022",0,0,0,84,83,90,82,88,82,380
372,"2022",0,0,0,84,83,87,89,80,87,379
373,"2022",0,0,0,89,90,84,86,90,86,378
374,"2022",0,0,0,90,80,83,84,84,81,377
375,"2022",0,0,0,88,86,84,83,83,82,376
376,"2022",0,0,0,86,90,84,86,88,90,375
377,"2022",0,0,0,85,84,83,82,83,80,374
378,"2022",0,0,0,87,80,87,87,87,86,373
379,"2022",0,0,0,89,90,82,80,85,84,372
380,"2022",0,0,0,87,80,87,85,82,80,371
381,"2022",0,0,0,90,86,86,90,80,87,370
382,"2022",0,0,0,80,81,90,89,83,89,369
383,"2022",0,0,0,89,85,90,86,84,87,368
384,"2022",0,0,0,88,90,84,88,83,89,367
385,"2022",0,0,0,80,82,88,86,81,88,366
386,"2022",0,0,0,82,82,85,89,87,87,365
387,"2022",0,0,0,85,87,84,86,85,84,364
388,"2022",80,88,84,0,0,0,0,0,0,363
389,"2022",81,89,80,0,0,0,0,0,0,362
390,"2022",85,80,80,0,0,0,0,0,0,361
391,"2022",0,0,0,84,87,86,82,83,87,420
392,"2022",0,0,0,84,82,88,87,84,87,419
393,"2022",0,0,0,88,80,80,80,87,82,418
394,"2022",0,0,0,83,87,84,81,84,86,417
395,"2022",0,0,0,86,90,87,86,86,80,416
396,"2022",0,0,0,84,83,81,90,87,84,415
397,"2022",0,0,0,83,90,81,85,82,90,414
398,"2022",0,0,0,86,85,86,88,83,90,413
399,"2022",0,0,0,87,80,81,82,82,83,412
400,"2022",0,0,0,87,89,88,86,83,80,411
401,"2022",0,0,0,90,87,81,86,80,86,410
402,"2022",0,0,0,88,89,86,88,86,81,409
403,"2022",0,0,0,81,85,83,86,80,84,408
404,"2022",0,0,0,87,85,86,88,82,82,407
405,"2022",0,0,0,80,90,89,84,90,83,406
406,"2022",0,0,0,85,82,88,90,82,88,405
407,"2022",0,0,0,80,88,88,88,84,87,404
408,"2022",0,0,0,84,85,87,84,86,80,403
409,"2022",0,0,0,87,83,84,82,86,82,402
410,"2022",0,0,0,85,90,89,90,87,86,401
411,"2022",0,0,0,83,81,83,80,90,84,400
412,"2022",0,0,0,81,80,90,88,88,88,399
413,"2022",0,0,0,88,90,87,90,81,89,398
414,"2022",0,0,0,83,83,80,81,84,82,397
415,"2022",0,0,0,83,86,81,88,82,80,396
416,"2022",0,0,0,85,83,84,87,82,87,395
417,"2022",0,0,0,86,83,89,90,86,88,394
418,"2022",84,82,90,0,0,0,0,0,0,393
419,"2022",84,84,85,0,0,0,0,0,0,392
420,"2022",84,80,90,0,0,0,0,0,0,391
421,"2022",0,0,0,80,88,87,86,82,83,450
422,"2022",0,0,0,88,80,90,87,82,81,449
423,"2022",0,0,0,80,90,87,85,86,87,448
424,"2022",0,0,0,88,82,82,83,90,90,447
425,"2022",0,0,0,90,87,84,85,80,85,446
426,"2022",0,0,0,85,87,86,81,80,85,445
427,"2022",0,0,0,86,90,90,88,82,85,444
428,"2022",0,0,0,84,87,85,90,80,85,443
429,"2022",0,0,0,89,83,84,83,89,90,442
430,"2022",0,0,0,90,83,81,85,87,85,441
431,"2022",0,0,0,89,88,85,90,90,87,440
432,"2022",0,0,0,90,85,89,80,87,90,439
433,"2022",0,0,0,81,83,90,82,84,84,438
434,"2022",0,0,0,90,84,84,84,90,80,437
435,"2022",0,0,0,81,90,90,88,88,86,436
436,"2022",0,0,0,81,84,86,83,86,90,435
437,"2022",0,0,0,87,83,84,88,84,89,434
438,"2022",0,0,0,90,80,85,86,80,87,433
439,"2022",0,0,0,90,89,85,85,88,87,432
440,"2022",0,0,0,84,81,83,81,90,81,431
441,"2022",0,0,0,82,86,87,81,86,89,430
442,"2022",0,0,0,82,84,88,83,85,81,429
443,"2022",0,0,0,87,80,88,85,82,80,428
444,"2022",0,0,0,84,84,81,82,88,89,427
445,"2022",0,0,0,84,90,81,85,88,88,426
446,"2022",0,0,0,86,87,80,84,87,87,425
447,"2022",0,0,0,82,88,86,87,86,81,424
448,"2022",81,81,86,0,0,0,0,0,0,423
449,"2022",90,87,85,0,0,0,0,0,0,422
450,"2022",84,80,90,0,0,0,0,0,0,421
451,"2022",0,0,0,76,72,71,75,75,77,480
452,"2022",0,0,0,80,74,80,76,73,80,479
453,"2022",0,0,0,73,75,75,70,78,71,478
454,"2022",0,0,0,77,76,72,70,80,73,477
455,"2022",0,0,0,72,70,80,78,79,71,476
456,"2022",0,0,0,73,80,70,72,78,77,475
457,"2022",0,0,0,77,72,79,74,71,71,474
458,"2022",0,0,0,75,70,71,78,78,75,473
459,"2022",0,0,0,74,79,78,73,73,80,472
460,"2022",0,0,0,71,77,71,80,76,70,471
461,"2022",0,0,0,71,74,70,80,70,80,470
462,"2022",0,0,0,77,75,78,72,71,79,469
463,"2022",0,0,0,78,70,76,76,70,72,468
464,"2022",0,0,0,75,78,75,75,79,78,467
465,"2022",0,0,0,72,78,75,75,79,79,466
466,"2022",0,0,0,77,70,78,73,75,72,465
467,"2022",0,0,0,77,71,74,75,70,72,464
468,"2022",0,0,0,77,70,77,73,80,76,463
469,"2022",0,0,0,72,79,73,73,74,78,462
470,"2022",0,0,0,76,79,75,71,77,79,461
471,"2022",0,0,0,79,73,71,74,79,76,460
472,"2022",0,0,0,70,76,76,72,70,78,459
473,"2022",0,0,0,78,78,80,78,73,76,458
474,"2022",0,0,0,72,77,73,73,79,72,457
475,"2022",0,0,0,73,80,71,77,72,77,456
476,"2022",0,0,0,79,75,77,73,77,76,455
477,"2022",0,0,0,79,73,76,74,73,80,454
478,"2022",80,73,71,0,0,0,0,0,0,453
479,"2022",77,78,75,0,0,0,0,0,0,452
480,"2022",73,75,72,0,0,0,0,0,0,451
481,"2022",0,0,0,79,71,77,71,79,73,510
482,"2022",0,0,0,74,72,75,73,76,79,509
483,"2022",0,0,0,74,79,73,74,71,70,508
484,"2022",0,0,0,72,72,73,70,72,74,507
485,"2022",0,0,0,75,73,79,77,72,79,506
486,"2022",0,0,0,73,72,73,71,75,74,505
487,"2022",0,0,0,72,71,72,72,76,70,504
488,"2022",0,0,0,70,80,78,77,74,78,503
489,"2022",0,0,0,72,70,78,72,76,74,502
490,"2022",0,0,0,76,72,75,79,74,73,501
491,"2022",0,0,0,80,78,79,79,80,72,500
492,"2022",0,0,0,77,73,77,80,76,76,499
493,"2022",0,0,0,73,74,76,75,72,77,498
494,"2022",0,0,0,80,77,75,77,78,79,497
495,"2022",0,0,0,78,80,80,80,71,77,496
496,"2022",0,0,0,76,77,73,75,72,79,495
497,"2022",0,0,0,77,78,77,73,74,79,494
498,"2022",0,0,0,73,74,74,70,74,76,493
499,"2022",0,0,0,70,75,78,77,80,76,492
500,"2022",0,0,0,75,76,77,72,79,79,491
501,"2022",0,0,0,70,78,77,75,71,74,490
502,"2022",0,0,0,72,78,76,73,74,72,489
503,"2022",0,0,0,80,72,75,71,73,75,488
504,"2022",0,0,0,76,74,74,70,72,76,487
505,"2022",0,0,0,79,71,77,80,70,80,486
506,"2022",0,0,0,74,70,70,75,75,76,485
507,"2022",0,0,0,70,75,76,79,74,79,484
508,"2022",79,72,71,0,0,0,0,0,0,483
509,"2022",75,77,80,0,0,0,0,0,0,482
510,"2022",72,73,73,0,0,0,0,0,0,481
511,"2022",0,0,0,60,70,66,60,66,68,540
512,"2022",0,0,0,60,68,70,61,66,65,539
513,"2022",0,0,0,64,62,64,63,62,66,538
514,"2022",0,0,0,67,66,69,62,67,63,537
515,"2022",0,0,0,69,65,70,65,66,65,536
516,"2022",0,0,0,65,61,66,70,66,65,535
517,"2022",0,0,0,66,70,68,62,70,69,534
518,"2022",0,0,0,63,64,69,68,61,63,533
519,"2022",0,0,0,65,64,64,68,70,64,532
520,"2022",0,0,0,63,69,66,70,65,63,531
521,"2022",0,0,0,70,64,66,69,61,62,530
522,"2022",0,0,0,67,70,63,67,68,61,529
523,"2022",0,0,0,64,67,60,70,64,61,528
524,"2022",0,0,0,70,69,68,69,64,62,527
525,"2022",0,0,0,60,68,66,60,66,64,526
526,"2022",0,0,0,60,68,67,65,62,70,525
527,"2022",0,0,0,68,60,61,70,70,68,524
528,"2022",0,0,0,63,67,63,70,62,62,523
529,"2022",0,0,0,60,68,61,67,68,64,522
530,"2022",0,0,0,69,64,66,68,68,65,521
531,"2022",0,0,0,62,66,63,63,65,68,520
532,"2022",0,0,0,65,63,67,68,70,62,519
533,"2022",0,0,0,63,69,68,61,65,70,518
534,"2022",0,0,0,61,60,63,62,66,66,517
