"id","season","positioning","reflexes","diving","standing_tackle","physical","passing","dribbling","long_shot","finishing","player_id"
400,"2022",0,0,0,77,71,58,48,84,80,400
401,"2022",0,0,0,99,62,95,57,47,44,401
402,"2022",0,0,0,95,80,60,50,59,61,402
403,"2022",0,0,0,70,37,71,72,58,63,403
404,"2022",0,0,0,38,37,69,97,90,75,404
405,"2022",0,0,0,59,61,55,72,78,47,405
406,"2022",0,0,0,47,79,35,96,77,77,406
407,"2022",0,0,0,47,39,52,56,92,64,407
408,"2022",0,0,0,75,76,49,87,68,79,408
409,"2022",0,0,0,62,79,93,79,63,83,409
410,"2022",0,0,0,49,84,46,92,80,82,410
411,"2022",0,0,0,87,99,85,40,76,75,411
412,"2022",0,0,0,76,44,75,83,65,87,412
413,"2022",0,0,0,55,37,39,81,55,72,413
414,"2022",0,0,0,56,48,44,77,62,70,414
415,"2022",0,0,0,77,35,53,92,67,84,415
416,"2022",0,0,0,65,50,65,86,94,64,416
417,"2022",0,0,0,56,36,37,71,91,75,417
418,"2022",0,0,0,65,52,53,91,85,91,418
419,"2022",0,0,0,61,43,50,98,93,95,419
420,"2022",0,0,0,80,55,55,96,90,98,420
421,"2022",85,92,60,0,0,0,0,0,0,421
422,"2022",97,85,98,0,0,0,0,0,0,422
423,"2022",59,92,84,0,0,0,0,0,0,423
424,"2022",0,0,0,78,81,62,45,51,45,424
425,"2022",0,0,0,64,60,69,65,65,41,425
426,"2022",0,0,0,98,63,67,43,60,57,426
427,"2022",0,0,0,72,67,58,70,44,44,427
428,"2022",0,0,0,93,79,98,61,84,52,428
429,"2022",0,0,0,87,66,57,69,57,63,429
430,"2022",0,0,0,95,63,80,52,72,41,430
431,"2022",0,0,0,89,83,87,80,80,55,431
432,"2022",0,0,0,81,58,82,35,63,56,432
433,"2022",0,0,0,49,70,61,95,59,65,433
434,"2022",0,0,0,75,47,55,70,60,72,434
435,"2022",0,0,0,55,79,52,60,68,95,435
436,"2022",0,0,0,42,85,75,63,59,70,436
437,"2022",0,0,0,36,79,57,84,85,94,437
438,"2022",0,0,0,65,92,93,37,50,65,438
439,"2022",0,0,0,52,69,85,92,96,63,439
440,"2022",0,0,0,55,50,45,94,69,58,440
441,"2022",0,0,0,79,64,72,64,75,80,441
442,"2022",0,0,0,73,35,78,87,62,77,442
443,"2022",0,0,0,60,65,60,75,87,88,443
444,"2022",0,0,0,56,48,52,64,88,63,444
445,"2022",0,0,0,74,41,63,63,82,89,445
446,"2022",0,0,0,58,37,83,66,76,65,446
447,"2022",0,0,0,60,60,37,71,66,93,447
448,"2022",0,0,0,66,47,70,58,94,68,448
449,"2022",0,0,0,64,43,83,97,56,65,449
450,"2022",0,0,0,79,63,66,77,97,81,450
451,"2022",75,83,76,0,0,0,0,0,0,451
452,"2022",67,82,64,0,0,0,0,0,0,452
453,"2022",93,81,93,0,0,0,0,0,0,453
454,"2022",0,0,0,56,70,63,50,43,74,454
455,"2022",0,0,0,81,72,56,38,60,76,455
456,"2022",0,0,0,88,59,95,66,75,36,456
457,"2022",0,0,0,97,64,86,71,51,42,457
458,"2022",0,0,0,80,94,98,35,54,63,458
459,"2022",0,0,0,57,94,79,40,79,75,459
460,"2022",0,0,0,64,96,78,59,69,50,460
461,"2022",0,0,0,57,80,80,52,83,85,461
462,"2022",0,0,0,84,86,78,55,51,48,462
463,"2022",0,0,0,72,53,74,82,93,57,463
464,"2022",0,0,0,46,39,70,59,77,96,464
465,"2022",0,0,0,53,46,37,77,98,88,465
466,"2022",0,0,0,74,72,74,53,49,67,466
467,"2022",0,0,0,82,70,81,75,98,59,467
468,"2022",0,0,0,82,91,76,46,51,44,468
469,"2022",0,0,0,61,76,66,62,64,70,469
470,"2022",0,0,0,60,56,58,71,62,57,470
471,"2022",0,0,0,36,72,46,69,69,60,471
472,"2022",0,0,0,55,61,92,52,39,48,472
473,"2022",0,0,0,63,81,35,63,86,68,473
474,"2022",0,0,0,79,66,80,95,58,65,474
475,"2022",0,0,0,47,42,56,62,82,84,475
476,"2022",0,0,0,66,67,53,69,81,76,476
477,"2022",0,0,0,66,42,53,97,98,88,477
478,"2022",0,0,0,82,53,71,94,82,87,478
479,"2022",0,0,0,80,68,49,86,99,62,479
480,"2022",0,0,0,67,54,65,96,98,85,480
481,"2022",95,86,67,0,0,0,0,0,0,481
482,"2022",84,66,62,0,0,0,0,0,0,482
483,"2022",95,66,70,0,0,0,0,0,0,483
484,"2022",0,0,0,85,66,59,78,51,42,484
485,"2022",0,0,0,75,87,67,54,74,44,485
486,"2022",0,0,0,95,75,72,59,40,54,486
487,"2022",0,0,0,58,91,68,72,69,61,487
488,"2022",0,0,0,65,73,71,73,54,83,488
489,"2022",0,0,0,78,68,64,68,67,37,489
490,"2022",0,0,0,66,92,77,77,73,40,490
491,"2022",0,0,0,92,88,86,77,79,66,491
492,"2022",0,0,0,83,82,62,58,48,43,492
493,"2022",0,0,0,60,85,79,80,85,75,493
494,"2022",0,0,0,86,92,97,69,64,67,494
495,"2022",0,0,0,77,80,46,96,87,62,495
496,"2022",0,0,0,80,64,57,56,59,77,496
497,"2022",0,0,0,56,36,49,70,83,75,497
498,"2022",0,0,0,85,68,94,77,57,82,498
499,"2022",0,0,0,78,65,58,71,72,61,499
500,"2022",0,0,0,42,46,73,74,69,67,500
501,"2022",0,0,0,71,54,54,66,71,97,501
502,"2022",0,0,0,86,89,85,42,53,60,502
503,"2022",0,0,0,84,73,77,55,74,95,503
504,"2022",0,0,0,68,81,54,57,80,85,504
505,"2022",0,0,0,67,70,72,99,82,92,505
506,"2022",0,0,0,57,78,64,77,64,82,506
507,"2022",0,0,0,42,74,70,89,72,87,507
508,"2022",0,0,0,40,73,77,92,72,98,508
509,"2022",0,0,0,64,78,75,80,99,59,509
510,"2022",0,0,0,35,40,61,73,68,93,510
511,"2022",65,79,93,0,0,0,0,0,0,511
512,"2022",71,72,60,0,0,0,0,0,0,512
513,"2022",78,96,94,0,0,0,0,0,0,513
514,"2022",0,0,0,61,91,93,61,68,38,514
515,"2022",0,0,0,65,66,78,40,41,62,515
516,"2022",0,0,0,59,84,85,58,74,50,516
517,"2022",0,0,0,69,77,75,62,66,75,517
518,"2022",0,0,0,60,99,80,60,81,75,518
519,"2022",0,0,0,55,59,95,47,39,42,519
520,"2022",0,0,0,71,96,59,56,62,43,520
521,"2022",0,0,0,72,79,93,71,49,50,521
522,"2022",0,0,0,69,73,97,74,81,61,522
523,"2022",0,0,0,61,35,36,55,68,87,523
524,"2022",0,0,0,82,81,98,71,65,50,524
525,"2022",0,0,0,71,62,41,88,56,73,525
526,"2022",0,0,0,56,66,90,67,53,82,526
527,"2022",0,0,0,50,41,51,77,74,74,527
528,"2022",0,0,0,75,45,72,75,82,97,528
529,"2022",0,0,0,62,84,78,55,37,74,529
530,"2022",0,0,0,46,76,62,71,71,93,530
531,"2022",0,0,0,38,75,73,98,97,64,531
532,"2022",0,0,0,66,48,41,77,66,78,532
533,"2022",0,0,0,66,43,41,98,94,62,533
534,"2022",0,0,0,38,43,51,68,80,76,534
